od,do,odleglosc,czas_rano,czas_poludnie,czas_wieczor
560,839,8.26,10,6,8
560,858,9.78,23,18,21
560,860,9.64,24,16,22
560,867,4.37,9,5,8
560,895,11.62,28,14,20
560,897,10.02,28,15,22
560,931,9.59,16,11,11
560,947,7.55,15,9,11
560,959,11.3,17,8,12
560,985,8.73,20,15,14
560,995,8.92,16,9,11
561,570,2.74,5,3,3
561,582,4.31,8,4,5
561,583,10.89,14,8,12
561,607,8.95,11,10,9
561,611,6.81,11,5,8
561,616,3.71,9,6,8
561,635,6.33,5,4,6
561,713,11.98,17,10,19
561,721,6.21,13,12,11
561,732,6.78,12,7,8
561,795,9.29,20,9,17
561,859,8.82,14,11,12
561,870,8.82,29,15,22
561,876,11.69,18,10,11
561,880,11.35,25,13,20
561,905,10.76,20,19,24
561,932,9.68,10,5,6
561,948,9.06,12,5,8
561,949,7.83,17,10,14
561,965,11.13,21,10,12
561,971,10.54,35,19,18
561,991,10.94,11,7,14
562,568,10.18,25,15,20
562,628,6.64,13,6,9
562,669,9.84,21,13,21
562,679,6.69,18,11,16
562,685,4.13,7,4,5
562,701,8.12,12,10,10
562,702,9.65,26,18,21
562,750,5.84,6,3,5
562,759,8.54,12,8,7
562,774,11.18,16,12,18
562,803,5.69,13,11,10
562,832,11.99,36,17,22
562,872,7.19,22,11,13
562,875,4.7,9,4,7
563,573,3.67,8,6,7
563,601,11.05,22,14,17
563,604,10.14,17,16,18
563,629,9.85,29,20,22
563,633,10.12,12,10,10
563,642,7.01,12,5,8
563,667,10.2,23,15,24
563,681,9.0,8,6,8
563,741,5.67,14,11,14
563,774,7.7,19,13,17
563,783,3.63,8,4,6
563,793,6.69,9,5,6
563,825,7.53,20,10,16
563,919,5.07,12,10,14
563,933,4.14,10,6,9
563,987,11.03,32,18,22
564,575,4.39,14,7,7
564,637,11.37,20,13,17
564,638,2.47,6,4,4
564,640,5.55,9,6,8
564,661,11.77,21,13,16
564,668,11.91,14,10,14
564,678,9.29,13,11,14
564,731,10.34,33,20,20
564,745,8.01,20,10,11
564,775,11.41,27,20,16
564,784,11.41,25,13,14
564,797,4.95,7,6,8
564,802,11.65,24,12,19
564,807,11.46,18,17,16
564,818,7.94,17,8,14
564,830,7.42,12,5,6
564,920,11.5,17,12,16
564,961,10.39,14,10,15
564,964,9.26,7,6,5
564,975,8.74,14,9,12
565,612,4.42,12,7,9
565,619,4.64,4,2,5
565,637,10.37,21,12,17
565,660,8.58,19,9,16
565,664,4.02,4,2,2
565,695,9.31,18,11,15
565,718,11.46,29,14,21
565,749,10.68,16,11,13
565,754,7.89,22,13,17
565,767,8.88,8,4,6
565,802,10.9,26,16,29
565,804,7.56,16,8,12
565,835,5.64,7,3,4
565,851,6.74,16,13,19
565,884,11.32,22,15,20
565,898,3.37,5,2,3
565,917,10.49,18,14,17
565,918,7.0,15,11,13
565,922,11.36,27,13,18
565,936,10.93,16,11,14
565,978,11.42,16,9,14
565,981,9.59,20,13,12
566,572,10.67,24,14,19
566,651,7.55,8,5,7
566,682,3.38,4,2,2
566,690,7.91,9,6,9
566,694,1.89,2,1,1
566,717,11.46,21,13,12
566,725,11.06,14,8,7
566,806,6.47,12,7,7
566,862,1.15,3,1,2
566,871,10.47,24,16,24
566,891,9.84,12,6,11
566,903,11.91,14,6,9
566,911,7.32,7,4,7
566,927,6.41,7,6,9
566,963,11.23,17,8,12
566,984,4.8,8,5,8
566,998,5.8,17,7,10
567,607,9.99,20,14,20
567,608,10.49,14,8,7
567,625,11.13,14,13,16
567,662,6.84,16,12,11
567,713,5.26,4,4,5
567,724,5.23,13,6,10
567,795,11.6,16,8,11
567,854,10.9,28,13,19
567,859,9.14,24,14,19
567,878,9.29,27,16,19
567,880,8.78,22,11,17
567,925,8.63,28,17,15
567,955,11.94,22,10,14
567,965,9.88,23,17,21
567,973,11.7,15,8,9
567,982,11.23,16,7,12
567,993,1.25,1,1,1
567,999,4.46,5,4,6
568,585,7.47,16,10,17
568,615,7.69,25,12,20
568,622,9.75,20,12,11
568,628,8.75,31,14,22
568,669,0.78,1,1,1
568,685,10.02,10,6,12
568,701,6.0,7,5,5
568,750,11.77,22,16,22
568,759,9.03,12,7,9
568,785,10.46,11,10,9
568,803,4.67,11,6,8
568,941,11.78,28,19,31
569,575,10.28,29,11,19
569,594,9.93,20,16,17
569,706,0.66,1,1,1
569,710,5.12,7,5,5
569,715,5.85,12,9,9
569,751,10.49,12,10,9
569,762,8.98,8,7,10
569,765,9.49,21,14,12
569,797,8.77,15,7,12
569,807,7.46,10,9,11
569,818,6.48,15,10,15
569,837,3.95,8,4,5
569,857,7.15,10,5,10
569,866,7.49,12,6,10
569,889,4.69,8,4,5
569,896,6.18,10,6,9
569,904,9.27,21,11,17
569,907,4.05,13,6,8
569,975,6.47,8,5,6
570,582,6.74,9,7,8
570,583,8.24,12,5,7
570,607,11.68,16,7,9
570,611,6.07,11,8,10
570,616,4.35,13,6,11
570,635,7.46,17,7,10
570,721,6.36,8,5,5
570,732,9.17,25,14,13
570,795,10.93,15,9,8
570,859,11.11,18,10,17
570,870,9.62,17,13,18
570,876,9.57,11,6,7
570,888,10.77,20,9,13
570,905,8.08,8,6,7
570,932,9.34,12,8,10
570,948,6.42,8,6,10
570,949,7.78,16,11,10
570,971,7.85,11,7,9
570,991,11.35,31,17,20
571,606,5.67,7,6,6
571,639,8.21,25,15,16
571,646,6.57,10,6,8
571,648,11.14,37,18,30
571,656,10.39,29,15,26
571,673,9.74,31,13,22
571,712,7.4,18,14,20
571,728,1.18,2,2,2
571,733,11.12,27,17,22
571,761,5.93,5,3,6
571,764,11.77,23,16,18
571,786,10.96,24,16,18
571,894,5.53,6,4,6
571,937,6.96,17,13,13
571,942,11.61,39,22,21
571,943,7.11,16,9,9
571,944,9.29,15,9,12
571,952,9.79,15,7,9
571,967,10.12,23,17,21
571,986,4.29,9,6,6
572,602,10.45,30,18,27
572,627,11.6,16,13,19
572,651,4.06,10,5,8
572,682,8.5,23,15,22
572,694,11.27,21,10,18
572,806,9.8,18,16,13
572,862,10.63,22,14,19
572,871,9.66,23,16,23
572,911,9.1,8,6,6
572,927,9.32,14,14,15
572,976,8.99,22,12,13
572,984,10.76,9,7,8
572,998,4.88,10,7,9
573,601,9.09,8,5,11
573,642,6.98,18,11,15
573,667,9.12,17,11,15
573,679,10.84,19,15,15
573,681,9.39,19,12,21
573,716,8.56,10,5,6
573,741,8.65,21,14,17
573,750,10.42,21,18,23
573,774,4.64,6,3,5
573,783,6.63,8,5,7
573,793,9.49,22,12,17
573,825,11.18,19,13,21
573,919,8.73,24,15,17
573,933,7.22,7,6,6
573,987,11.97,16,9,12
574,597,10.21,18,9,10
574,633,11.33,31,14,21
574,657,4.64,11,9,12
574,675,11.82,19,15,13
574,744,7.63,12,8,10
574,771,9.71,15,11,15
574,794,3.64,7,6,7
574,831,7.8,6,4,6
574,848,10.24,30,17,22
574,877,5.44,7,4,5
574,887,8.13,8,5,8
574,899,11.05,24,16,20
574,929,11.19,13,7,13
574,935,9.84,23,15,21
574,980,11.71,10,9,12
575,637,9.36,22,9,17
575,638,4.33,10,7,9
575,640,9.16,20,11,15
575,706,10.77,9,6,6
575,710,11.23,20,12,15
575,715,9.19,21,14,20
575,718,9.89,19,9,10
575,797,2.1,3,1,2
575,802,10.68,13,6,10
575,807,10.55,11,8,12
575,818,3.94,5,2,3
575,830,11.74,25,15,19
575,961,11.62,33,18,20
575,975,4.53,8,4,5
575,978,9.28,29,15,23
576,579,4.56,9,5,6
576,581,6.63,6,3,7
576,587,11.3,28,14,24
576,623,10.11,28,18,18
576,625,8.36,11,5,8
576,630,7.76,14,7,11
576,647,2.61,7,5,7
576,689,3.36,3,2,3
576,692,11.0,24,20,17
576,746,10.47,10,8,10
576,748,5.46,9,6,7
576,758,9.5,20,13,18
576,799,2.98,5,3,4
576,801,5.61,10,6,9
576,809,11.52,26,14,14
576,821,9.7,17,11,20
576,841,5.89,6,5,7
576,842,3.88,5,2,3
576,854,7.99,14,7,7
576,873,9.98,29,15,15
576,906,11.71,29,23,24
576,908,10.97,24,12,17
576,925,10.83,23,14,15
576,945,4.55,4,4,6
576,973,8.12,22,15,16
576,982,7.06,18,13,15
576,997,6.94,9,6,9
577,582,8.85,25,16,25
577,635,6.26,11,8,12
577,713,8.58,22,14,17
577,721,8.03,17,14,17
577,724,8.31,23,13,19
577,735,9.12,9,7,7
577,739,3.16,4,2,2
577,795,3.19,6,4,5
577,859,6.03,11,10,14
577,870,4.6,13,8,8
577,880,3.71,9,6,6
577,893,10.89,30,16,23
577,946,8.63,12,9,13
577,949,7.56,18,10,18
577,965,2.69,5,2,3
577,993,11.31,16,9,14
577,999,11.18,35,15,25
578,588,4.48,7,4,7
578,600,9.6,21,15,19
578,601,9.81,27,14,20
578,621,11.98,12,9,9
578,655,5.78,7,6,8
578,667,8.32,23,13,12
578,671,7.45,23,11,17
578,719,6.98,11,9,11
578,727,8.88,21,11,16
578,755,9.68,21,12,19
578,790,11.63,23,13,18
578,792,7.25,18,8,11
578,828,10.69,12,8,10
578,853,3.45,5,2,3
578,868,10.54,15,12,15
578,930,8.07,9,7,6
578,939,6.06,11,10,10
578,960,9.47,25,15,16
578,987,7.42,12,5,7
579,581,6.91,9,6,9
579,625,11.63,26,15,16
579,630,6.33,10,6,9
579,631,9.82,18,12,11
579,647,3.9,5,4,5
579,689,2.65,6,3,4
579,732,10.5,26,18,24
579,746,5.92,8,7,11
579,748,9.75,11,7,10
579,799,7.42,12,7,8
579,801,4.61,3,3,4
579,841,10.27,20,14,13
579,842,4.88,13,9,8
579,854,11.0,27,16,21
579,856,9.26,16,14,12
579,863,11.62,27,24,20
579,945,9.07,13,11,10
579,973,7.98,11,9,14
579,982,8.48,11,7,10
579,991,10.84,19,10,19
579,997,9.15,8,6,9
580,590,5.19,14,6,10
580,596,10.86,40,19,31
580,603,8.57,23,13,19
580,613,4.39,5,3,4
580,617,3.24,9,5,6
580,626,11.91,17,12,16
580,670,10.5,11,7,9
580,705,7.78,17,8,11
580,734,8.75,31,15,18
580,747,7.74,10,6,8
580,756,8.52,12,7,7
580,811,6.02,12,9,10
580,843,8.99,13,10,11
580,852,5.08,13,8,8
580,886,7.82,7,5,5
580,910,8.1,14,7,8
580,916,7.97,16,7,10
580,996,7.6,20,10,17
581,587,5.37,8,5,6
581,623,5.51,14,8,14
581,647,4.16,5,2,5
581,689,8.35,22,13,16
581,692,6.92,21,12,17
581,746,10.88,22,19,25
581,748,7.81,17,13,20
581,799,8.75,11,6,9
581,801,2.44,2,1,2
581,813,9.09,26,15,18
581,841,8.5,16,13,16
581,842,10.03,17,11,16
581,856,10.91,28,20,24
581,863,5.52,18,11,13
581,873,9.91,29,17,22
581,945,9.58,14,7,9
581,997,3.52,10,5,7
582,607,6.39,7,6,8
582,611,10.82,16,9,11
582,616,7.31,24,10,19
582,630,11.17,22,20,25
582,635,4.21,8,6,6
582,713,7.8,11,5,7
582,721,5.83,5,3,4
582,732,6.63,12,10,9
582,739,10.68,24,14,22
582,795,5.66,8,8,8
582,859,4.52,12,6,7
582,870,6.62,7,6,8
582,880,7.21,10,6,7
582,949,7.23,16,13,12
582,965,7.16,15,11,14
582,973,11.09,12,6,9
582,999,9.28,12,6,11
583,598,8.22,17,11,13
583,611,8.27,21,14,13
583,616,10.25,15,9,11
583,644,7.82,13,8,11
583,707,7.41,12,9,13
583,708,6.1,6,4,7
583,766,9.58,9,5,6
583,845,11.43,29,18,23
583,876,4.29,6,2,3
583,888,3.15,5,2,4
583,905,0.56,1,1,1
583,928,6.15,9,6,7
583,932,10.54,15,9,12
583,940,8.27,15,9,12
583,948,1.83,5,2,3
583,953,5.35,7,4,6
583,971,4.19,4,2,3
583,992,11.39,30,17,32
584,621,6.95,22,11,12
584,636,6.99,16,8,12
584,644,10.56,18,13,19
584,655,10.69,15,11,14
584,677,9.39,29,17,27
584,708,9.68,13,9,11
584,766,11.67,18,15,14
584,792,6.91,10,7,8
584,834,11.61,24,18,29
584,853,8.77,20,16,13
584,888,11.36,15,8,11
584,901,11.75,18,15,21
584,913,10.65,15,10,11
584,928,8.61,11,6,9
584,953,10.91,19,15,14
584,960,9.68,14,8,10
584,989,10.35,21,17,24
584,992,5.58,8,5,4
585,615,5.3,6,4,6
585,622,8.12,20,11,19
585,628,9.09,14,10,10
585,654,10.99,12,9,11
585,669,6.95,21,12,15
585,681,10.14,10,7,9
585,685,11.88,12,7,9
585,701,6.35,8,5,5
585,759,7.8,13,7,9
585,785,5.21,5,4,6
585,803,10.57,10,7,11
585,831,11.89,28,16,16
585,929,10.96,11,8,12
585,941,9.67,32,17,21
586,595,5.73,11,4,7
586,614,8.05,14,10,15
586,620,4.37,7,4,4
586,653,7.34,12,8,15
586,665,10.77,12,9,8
586,676,1.62,3,3,3
586,711,1.78,4,2,4
586,720,10.66,24,15,19
586,753,1.0,1,1,1
586,776,7.89,15,13,17
586,798,10.68,22,13,14
586,800,9.05,20,14,17
586,812,4.19,8,4,5
586,819,9.38,20,10,15
586,820,0.36,1,1,1
586,846,11.86,20,16,14
586,850,7.65,11,8,9
586,882,10.02,24,21,22
586,915,6.02,6,5,7
586,959,10.43,20,14,16
586,969,3.91,4,2,3
586,990,6.5,15,9,12
587,623,2.62,9,5,5
587,647,9.21,30,17,15
587,692,3.68,5,3,4
587,748,9.98,20,14,16
587,801,7.75,11,7,12
587,813,4.01,4,3,3
587,841,10.56,20,19,22
587,863,3.9,10,7,7
587,873,9.45,20,15,17
587,997,4.75,11,7,10
588,600,9.1,10,5,6
588,601,7.0,9,4,8
588,655,8.97,19,12,10
588,667,4.74,12,5,7
588,671,9.7,24,13,18
588,719,6.97,16,10,9
588,727,9.96,17,11,11
588,755,9.1,13,9,12
588,790,8.68,18,10,12
588,792,11.43,15,11,10
588,793,9.92,20,14,20
588,816,11.87,18,11,10
588,853,7.9,14,7,10
588,868,9.17,11,6,10
588,930,7.91,21,14,14
588,939,5.67,8,3,5
588,987,3.48,6,3,4
589,703,0.67,1,1,1
589,777,2.28,4,3,3
589,805,4.61,9,5,7
589,838,11.63,19,13,22
589,847,10.85,26,19,18
589,881,9.36,15,8,12
589,957,10.08,20,15,15
590,613,2.01,2,1,2
590,617,8.4,14,9,12
590,705,6.69,12,9,15
590,747,11.06,11,7,9
590,811,6.09,14,9,8
590,852,1.42,3,2,3
590,886,11.79,39,18,26
590,916,11.3,22,17,23
590,996,10.41,16,10,10
591,627,10.4,14,6,10
591,674,8.4,16,14,12
591,687,11.74,25,16,15
591,691,3.88,7,5,5
591,696,1.87,6,3,4
591,717,10.96,17,10,14
591,738,2.46,7,4,4
591,757,6.69,16,8,9
591,826,5.69,13,8,13
591,836,7.68,13,9,11
591,838,4.8,9,4,6
591,855,7.25,9,6,7
591,881,7.53,10,6,9
591,931,9.97,21,19,20
591,950,7.39,8,4,5
591,954,3.36,6,3,3
591,957,5.17,16,7,8
591,968,10.55,24,14,25
591,977,4.02,6,4,6
591,995,11.32,35,17,24
592,593,9.9,13,8,10
592,609,3.57,13,6,6
592,641,3.78,8,4,7
592,672,9.99,23,15,25
592,778,11.32,12,8,10
592,789,6.1,9,6,10
592,810,5.45,11,7,8
592,815,5.31,16,8,12
592,885,10.54,28,13,24
592,921,10.65,30,19,21
592,923,7.49,11,7,12
592,924,10.85,18,13,16
593,609,11.41,21,13,17
593,610,5.57,14,6,11
593,641,11.75,15,10,14
593,661,6.75,12,7,9
593,678,10.96,19,15,16
593,731,8.51,12,8,8
593,745,10.54,30,20,23
593,760,6.55,11,6,10
593,778,1.85,5,3,3
593,791,6.2,9,7,7
593,810,4.62,9,6,7
593,815,5.11,12,6,7
593,923,2.75,2,2,2
593,970,4.14,14,7,9
594,596,9.81,15,9,12
594,603,9.75,15,9,11
594,670,6.48,15,11,14
594,705,7.63,24,15,14
594,706,9.27,11,6,7
594,715,9.68,31,20,26
594,811,8.45,17,10,12
594,837,7.54,15,9,12
594,866,5.94,9,5,6
594,886,10.35,18,10,16
594,889,6.35,5,4,4
594,896,4.76,5,3,6
594,907,5.89,18,8,9
594,916,8.7,17,15,20
595,614,6.31,12,5,6
595,618,8.85,20,9,11
595,620,9.89,11,6,9
595,665,8.57,22,12,11
595,676,6.18,11,7,9
595,680,8.39,8,6,6
595,693,9.78,18,12,14
595,711,5.45,8,6,6
595,725,11.4,13,7,11
595,736,10.76,19,13,17
595,740,9.63,32,19,27
595,753,6.7,5,4,4
595,776,9.76,20,10,16
595,800,4.1,3,2,3
595,812,9.81,27,19,22
595,819,7.15,15,10,17
595,820,5.37,14,7,10
595,850,11.8,21,14,16
595,882,4.3,6,4,4
595,897,8.41,23,15,17
595,915,7.35,7,5,6
595,947,11.23,14,9,11
595,959,7.21,12,8,12
595,969,1.84,3,1,2
595,990,5.71,12,8,9
596,603,2.29,6,4,5
596,617,9.87,18,12,15
596,626,6.79,17,14,15
596,670,3.41,8,5,6
596,705,10.79,16,9,13
596,715,9.0,22,12,18
596,718,9.4,10,7,8
596,734,6.9,18,11,15
596,756,7.85,24,14,18
596,767,9.78,13,9,10
596,788,4.28,3,2,3
596,811,9.55,14,9,16
596,840,11.6,28,21,20
596,843,7.98,18,12,18
596,886,3.06,2,2,3
596,907,11.25,19,11,14
596,916,3.3,8,4,6
596,936,5.87,6,3,6
596,978,10.26,33,20,26
597,604,11.4,26,16,23
597,633,8.4,11,9,8
597,657,8.79,10,6,8
597,675,11.72,15,7,12
597,782,2.81,3,2,2
597,825,11.5,23,17,19
597,848,9.62,12,9,14
597,877,4.79,6,3,5
597,935,8.26,11,7,13
597,962,8.74,26,13,19
598,644,4.92,5,3,5
598,707,0.91,2,1,2
598,708,6.36,22,12,14
598,776,11.97,29,24,20
598,845,3.72,8,5,4
598,846,10.78,29,15,23
598,876,11.93,21,10,13
598,888,9.31,31,16,21
598,905,7.89,13,8,8
598,928,10.99,28,23,19
598,948,9.39,23,13,17
598,953,5.39,6,2,4
598,971,6.61,11,7,8
598,974,9.05,12,5,8
599,660,10.99,15,9,11
599,686,10.87,22,17,25
599,695,4.34,4,3,3
599,699,10.96,33,20,25
599,737,7.4,19,12,17
599,768,9.03,16,14,17
599,804,9.89,28,12,17
599,824,3.77,3,3,4
599,851,11.45,14,10,15
599,890,7.74,18,11,16
599,922,2.23,3,2,2
599,938,9.72,18,14,16
599,981,5.24,12,7,10
600,629,10.77,33,16,19
600,632,6.61,13,9,12
600,652,10.72,18,8,10
600,655,7.5,14,9,16
600,659,11.65,14,10,13
600,666,8.36,8,5,7
600,671,5.65,7,4,4
600,688,6.39,6,5,4
600,714,9.43,13,8,10
600,719,2.62,4,3,3
600,726,7.06,23,10,17
600,727,3.32,5,2,3
600,743,9.17,26,19,20
600,755,0.17,1,1,1
600,773,8.32,11,5,8
600,790,5.84,13,6,7
600,792,11.31,16,12,15
600,793,11.39,9,6,10
600,814,11.63,14,6,9
600,816,5.17,6,5,6
600,822,11.05,18,10,14
600,827,10.19,24,15,27
600,828,8.61,29,18,18
600,853,10.68,24,13,17
600,864,6.9,11,10,10
600,868,1.96,4,2,2
600,939,3.66,6,3,4
600,956,10.4,22,10,12
600,960,9.84,24,15,17
600,987,7.63,9,6,9
601,667,2.63,6,4,4
601,716,9.47,32,19,28
601,733,11.19,24,13,20
601,774,11.64,32,20,18
601,786,11.33,27,16,20
601,930,5.14,15,7,11
601,958,11.32,13,9,16
601,967,11.65,36,21,25
601,987,8.71,18,11,19
602,627,5.67,16,7,8
602,777,10.92,27,17,21
602,805,8.5,13,9,9
602,838,10.46,22,12,22
602,881,8.47,13,8,9
602,957,11.34,31,13,25
602,976,1.59,2,1,1
603,617,7.77,12,8,9
603,626,6.97,11,5,6
603,670,3.45,8,5,9
603,705,9.11,22,11,16
603,715,10.92,10,7,10
603,718,11.64,12,9,11
603,734,5.98,16,10,15
603,756,6.79,7,5,7
603,767,11.83,25,18,25
603,788,6.46,13,7,8
603,811,7.65,10,9,10
603,833,11.64,13,8,11
603,840,11.43,17,11,14
603,843,7.04,15,8,14
603,886,0.89,1,1,1
603,916,1.41,3,2,2
603,936,7.59,7,5,9
604,629,1.64,1,1,1
604,633,5.7,18,11,10
604,688,7.4,14,11,9
604,741,9.84,16,13,19
604,782,9.32,13,9,11
604,783,9.84,12,8,9
604,790,6.65,10,7,6
604,793,4.89,5,3,5
604,816,8.09,12,6,7
604,825,3.59,7,4,6
604,868,10.25,8,6,9
604,919,6.46,20,10,13
604,933,9.58,18,17,18
604,956,8.59,14,8,13
604,962,3.1,5,3,5
604,987,10.46,11,8,10
605,658,11.56,19,17,20
605,660,6.83,16,10,15
605,663,5.7,5,3,6
605,664,11.21,12,7,7
605,737,11.01,37,17,32
605,752,2.11,3,2,2
605,775,9.41,14,8,15
605,784,9.66,18,8,12
605,796,3.97,8,7,7
605,802,11.59,38,24,26
605,817,5.43,6,3,5
605,869,6.5,21,13,14
605,909,6.7,19,12,12
605,917,9.51,21,20,20
605,961,10.37,34,18,26
606,639,4.07,6,4,4
606,712,1.87,2,1,2
606,728,5.75,9,5,8
606,761,5.66,4,3,4
606,894,6.66,11,6,10
606,937,9.19,18,17,23
606,952,10.4,24,15,28
606,986,3.4,7,6,8
607,616,9.7,16,6,9
607,625,11.01,31,23,29
607,630,5.73,9,5,4
607,635,10.29,12,7,8
607,689,10.31,18,15,17
607,713,6.15,13,7,9
607,732,4.35,6,3,4
607,795,9.94,17,10,18
607,842,9.09,9,6,9
607,854,10.15,29,16,25
607,859,6.66,5,4,5
607,880,9.44,10,8,12
607,925,10.48,32,18,24
607,965,10.13,25,12,15
607,973,4.89,6,4,6
607,982,7.0,6,4,5
607,993,10.67,21,14,24
607,999,5.53,11,10,10
608,625,5.39,9,5,7
608,662,3.81,7,5,7
608,758,10.17,22,13,16
608,799,10.76,32,17,22
608,809,2.87,5,3,4
608,821,9.55,31,17,23
608,829,10.8,21,16,21
608,854,6.13,15,6,9
608,878,3.53,10,5,8
608,892,8.19,20,16,23
608,908,4.38,6,5,4
608,925,4.26,4,2,3
608,945,9.98,16,9,10
608,955,1.5,2,1,1
608,966,9.79,11,6,10
608,982,9.76,20,12,14
608,993,11.59,22,16,23
608,999,11.61,34,19,28
609,641,0.34,1,1,1
609,663,11.51,26,13,18
609,672,8.26,24,14,20
609,789,8.42,8,6,8
609,810,7.71,9,6,8
609,815,6.3,5,4,5
609,869,10.31,20,14,19
609,885,7.44,13,5,10
609,921,8.22,10,7,5
609,923,8.69,16,8,12
609,924,8.53,17,9,15
609,926,11.91,27,19,18
609,963,10.48,31,13,19
610,640,9.39,13,7,12
610,661,1.97,3,2,3
610,668,10.24,13,8,11
610,678,7.04,15,8,12
610,731,4.1,7,5,7
610,745,5.1,8,6,8
610,760,1.02,1,1,1
610,778,6.06,12,9,13
610,791,4.81,6,5,6
610,810,9.56,20,15,23
610,815,8.69,11,9,13
610,830,6.71,19,9,16
610,920,8.43,18,8,9
610,923,6.74,16,6,11
610,964,10.62,23,14,22
610,970,3.06,7,4,6
611,616,3.6,6,2,4
611,631,8.0,8,5,6
611,697,10.58,21,12,17
611,698,8.24,21,10,14
611,732,9.01,17,11,17
611,746,11.02,20,14,17
611,766,8.74,18,10,11
611,876,6.51,16,9,10
611,888,9.06,19,17,21
611,905,8.52,9,6,9
611,928,10.77,16,14,13
611,932,3.33,4,2,4
611,940,7.58,17,9,12
611,948,6.99,13,8,10
611,971,10.62,15,10,14
611,988,11.33,21,15,18
611,991,5.95,13,9,8
612,619,6.0,13,10,15
612,626,8.72,11,8,11
612,637,9.13,19,15,14
612,664,7.11,23,12,17
612,718,7.79,11,5,7
612,749,11.46,13,9,13
612,754,7.78,9,6,10
612,767,5.08,12,6,10
612,788,8.94,21,11,16
612,802,10.78,28,19,17
612,804,10.66,15,7,11
612,833,11.9,26,16,20
612,835,7.52,14,6,10
612,840,9.75,20,9,17
612,851,9.33,9,7,9
612,898,6.4,20,12,18
612,917,11.23,21,14,18
612,918,6.0,15,9,9
612,936,6.52,11,8,11
612,978,8.0,12,8,7
613,617,7.33,16,12,12
613,705,8.26,12,10,15
613,747,9.16,26,13,14
613,811,7.29,11,6,8
613,852,0.86,1,1,1
613,886,11.86,12,7,13
613,910,10.7,13,8,9
613,916,11.64,34,15,23
613,996,8.46,12,8,13
614,618,4.36,9,7,8
614,620,10.13,21,14,18
614,665,2.73,3,2,3
614,676,9.49,13,6,10
614,693,11.49,18,9,14
614,711,9.16,21,16,23
614,740,4.97,7,4,6
614,753,8.86,27,12,16
614,776,5.32,9,4,4
614,800,4.8,10,6,8
614,812,11.74,28,19,31
614,819,1.34,4,2,2
614,820,7.9,13,5,7
614,839,11.9,22,14,19
614,858,8.57,11,9,9
614,867,10.75,17,11,16
614,882,8.23,15,10,13
614,897,7.13,8,6,8
614,934,10.64,23,18,23
614,947,6.29,15,9,12
614,959,2.84,5,3,3
614,969,6.16,9,6,8
614,990,1.64,2,2,3
615,622,2.89,9,5,6
615,654,7.62,18,11,18
615,669,7.68,10,7,8
615,701,10.22,33,19,21
615,785,3.43,5,2,2
615,929,11.19,33,19,22
615,941,4.71,11,7,8
616,630,10.86,14,9,11
616,631,9.29,10,6,6
616,635,10.02,21,17,18
616,698,11.38,13,11,14
616,721,9.82,20,11,14
616,732,6.02,5,4,4
616,746,11.2,23,14,23
616,859,11.71,22,12,16
616,876,9.66,12,7,7
616,888,11.83,22,17,19
616,905,10.31,29,19,20
616,932,6.05,17,9,15
616,940,11.17,16,13,16
616,948,8.58,10,8,12
616,949,11.42,12,7,11
616,971,11.34,16,11,9
616,991,7.29,16,8,11
617,626,9.24,25,10,13
617,670,10.56,32,20,20
617,705,10.25,17,11,15
617,734,5.95,11,8,7
617,747,6.37,18,11,10
617,756,5.53,9,5,5
617,779,9.9,16,13,14
617,811,8.31,24,14,16
617,833,9.45,18,11,15
617,840,10.72,12,9,11
617,843,5.99,18,10,10
617,852,8.11,7,4,6
617,886,6.89,9,6,10
617,910,5.66,10,7,8
617,916,7.71,25,15,19
617,996,6.73,8,5,7
618,624,11.11,18,11,17
618,665,2.36,3,1,2
618,687,10.33,17,12,11
618,693,9.48,12,6,7
618,740,0.78,2,1,2
618,776,8.97,25,14,22
618,800,5.28,11,8,10
618,819,3.06,7,3,4
618,820,11.96,29,13,22
618,839,9.5,11,8,12
618,858,7.07,18,12,15
618,867,6.41,7,4,6
618,882,8.6,22,15,19
618,897,4.25,6,2,3
618,934,10.1,33,20,17
618,947,2.38,5,4,5
618,959,1.75,2,1,1
618,968,10.31,28,15,19
618,969,9.47,19,12,17
618,990,5.98,9,5,9
618,995,8.76,29,16,17
619,637,6.27,11,7,6
619,660,6.92,16,8,8
619,664,2.46,4,2,2
619,695,11.27,23,12,16
619,718,9.63,15,12,11
619,754,3.43,4,2,2
619,767,7.75,16,15,18
619,775,11.51,17,9,14
619,802,6.3,8,4,7
619,804,11.9,30,18,17
619,835,10.28,19,14,18
619,851,11.29,18,10,16
619,898,7.97,14,11,13
619,917,5.88,13,7,14
619,918,3.38,10,6,6
619,936,11.51,14,11,12
619,961,11.26,40,21,26
619,978,9.24,26,15,23
620,653,3.37,4,3,4
620,676,5.04,8,5,7
620,699,9.9,27,15,17
620,711,5.71,13,6,7
620,720,10.66,28,17,15
620,753,3.62,7,5,6
620,770,10.55,29,18,20
620,776,7.32,16,10,10
620,812,2.94,5,3,3
620,819,11.44,33,19,22
620,820,4.73,12,7,12
620,845,10.35,13,7,9
620,846,7.6,12,11,9
620,850,8.15,29,15,17
620,915,9.3,30,14,23
620,938,10.72,20,9,13
620,969,8.05,23,12,11
620,990,8.51,13,8,11
621,643,6.78,11,8,8
621,677,3.36,6,4,5
621,697,7.06,13,7,11
621,698,10.98,25,12,18
